# 400 test tickets, seed 42. For each label model: the full priority posterior, the c-mu index it implies, and the rank that index gives the ticket at t=0. Sorted by the binary-relevance rank so that disagreements between models are adjacent and readable.
id,language,gold_priority,pred_priority,pred_intent,p_negative,marginal__pLow,marginal__pMedium,marginal__pHigh,marginal__cmu_index,marginal__rank,chain-intent__pLow,chain-intent__pMedium,chain-intent__pHigh,chain-intent__cmu_index,chain-intent__rank,chain-full__pLow,chain-full__pMedium,chain-full__pHigh,chain-full__cmu_index,chain-full__rank,logpool__pLow,logpool__pMedium,logpool__pHigh,logpool__cmu_index,logpool__rank,stacked__pLow,stacked__pMedium,stacked__pHigh,stacked__cmu_index,stacked__rank
1649,tamil,High,High,lost_or_stolen_phone,0.000203986550332,0.0008532271021977,6.422239675885066e-05,0.9990825653076172,0.03330506492002314,16,0.1828610943758339,0.025712725777423003,0.791426159295543,0.02697610530461295,30,0.18592906753945157,0.026114244632471834,0.7879566672768766,0.026870193171873676,30,0.013832811887252928,0.001423098003972957,0.9847440901087741,0.032865480511757354,25,0.013576505895516715,0.001427909768305548,0.9849955843361775,0.03287336977989079,28
773,sinhala,Medium,High,cash_withdrawal_not_recognised,0.0002220555034,0.000887467933353,6.985376967350021e-05,0.9990425705909728,0.03330385002597419,17,0.025067901023635358,0.01709883053893036,0.9578331134018345,0.032122485495018144,11,0.02728398170772583,0.01846823464810943,0.9542476286085648,0.03201899787091083,9,0.004793213726578383,0.0011106305227196647,0.994096155750702,0.033155779641309766,14,0.008708643375859308,0.0006743972377445977,0.9906169593863962,0.03304432829689412,12
1641,singlish,High,High,lost_or_stolen_phone,0.0003811113128904,0.0009028899949043,0.0001235496165463,0.9989736080169678,0.03330203086819286,18,0.18282577888764434,0.025744084102580337,0.7914301950248752,0.0269764275743666,28,0.1858640463537359,0.02615071363882921,0.7879852980225349,0.026871315977645024,28,0.014215579206056535,0.0019732760657070036,0.9838111447282365,0.032839764581501396,26,0.013582921266052754,0.0014285977988229277,0.9849884809351243,0.03287315209879861,29
1495,tamil,High,High,direct_debit_payment_not_recognised,0.0004422764177434,0.0009771334007382,0.0001077736596926,0.9989150762557985,0.03330010301694226,19,0.08345625371987973,0.017239418304777474,0.899304273854943,0.03029433814295433,23,0.0848422031334417,0.012079574015502272,0.9030781687306566,0.03038002333101241,23,0.009424368820394258,0.0014225368405514842,0.9891530943390542,0.03300325838668223,20,0.010311599098204702,0.000873665757754891,0.9888147351440404,0.03298925421757057,22
1068,tamilish,Medium,High,cash_withdrawal_not_recognised,0.002826064126566,0.0002520722046028,0.0010533564491197,0.9986945986747742,0.03329912307666139,20,0.033665920105211605,0.03516647639548924,0.9311675000632992,0.03140210797229157,19,0.035588143356974446,0.03628483304767264,0.9281269201593528,0.031314079579369394,19,0.0029929078734902016,0.006252989952996177,0.9907541021735136,0.03308348021346186,19,0.008726657669385527,0.0007868277909115748,0.9904865145397027,0.033040954586392245,13
1913,tamilish,High,High,terminate_account,0.99968683719635,0.0009648713748902,0.0001770594826666,0.9988580942153932,0.033298755451566346,21,0.019950487693885292,0.0010316618339685556,0.979017801678746,0.03268408742060353,7,0.042506480666157434,0.00297291312576021,0.9545205574146824,0.03193068135792524,11,0.004415245497283604,0.000430102201672536,0.9951546523010438,0.033184604356501404,13,0.002952188241149168,0.00019365560070477668,0.9968541561581461,0.03323623606077981,3
468,singlish,High,High,lost_or_stolen_card,0.001539411721751,0.0010087704285979,0.0001502876548329,0.9988409876823424,0.0332980535915946,22,0.050782702564401525,0.0015259581744330286,0.9476913579349656,0.03170822554629497,15,0.05400542795312825,0.001577674054700198,0.9444169166659715,0.03160622248089057,17,0.007299230612854787,0.0004883778729815974,0.9922123915141636,0.03309302292985708,18,0.00954658557956632,0.0006834352759597918,0.9897699791444738,0.03301791665207289,18
1519,tamil,High,High,direct_debit_payment_not_recognised,0.000510707788635,0.0004782314645126,0.0009526250069029,0.998569130897522,0.03329457255385933,23,0.09720986456825889,0.02134415765048467,0.8814459440522567,0.029761920000013136,26,0.09963602599048746,0.015625281979521885,0.8847386583009904,0.029829074347342544,26,0.007180837866662003,0.004748991338318938,0.988070170795019,0.03299020736654217,23,0.010686473358977407,0.0009559266068675042,0.9883576000341552,0.03297548287569361,24
1093,tamilish,High,High,card_payment_not_recognised,0.0003218155761715,0.0012661780929192,7.602271944051608e-05,0.9986577033996582,0.03329186150701086,24,0.008017998542862916,0.0011740498004328807,0.9908079422397044,0.03305341931995805,1,0.008400542217722719,0.0011509244369921749,0.9904485239282851,0.03304204296420469,1,0.0031919672701869834,0.0002992905526804929,0.9965087421771325,0.03322610209232297,8,0.008468364311786157,0.0005658367904309694,0.990965798897783,0.033054551028829246,4
1506,sinhala,High,High,direct_debit_payment_not_recognised,0.00022473820718,0.0016044072108343,0.0002388707944191,0.998156726360321,0.03327722398365343,25,0.08350737331530064,0.01744759339266788,0.8990451468093315,0.03028754186632349,24,0.08491545038741521,0.012211351265847723,0.9028733118640372,0.03037444551099042,24,0.012045685884274087,0.0021245214152721447,0.9858297927004538,0.032903792614067964,24,0.010378639777791809,0.0008787048589406547,0.9887426553632674,0.03298703321880382,23
2737,singlish,High,High,cash_withdrawal_not_recognised,0.0002263467613374,0.0019750942010432,8.546539174858481e-05,0.9979395270347596,0.03326947789234207,26,0.044314167549042084,0.02386462603936881,0.931821057346389,0.03135189497760155,20,0.04636178933104726,0.025523398915317744,0.928114662688435,0.031246437475015165,20,0.009594386563320952,0.001464618348912264,0.9889409950877668,0.03299689329450675,21,0.009224730051589447,0.0007708956536040985,0.9900043742948064,0.03302578812788106,15
1434,english,Low,High,age_limit,0.0002084102015942,0.0022599522490054,0.0025796967092901,0.9951604008674622,0.03319821906867825,27,0.5823883315759704,0.0850838615069398,0.33252781238708984,0.013006601616244099,35,0.5831633180874212,0.08481297969987586,0.33202370768270284,0.012989155332937855,39,0.05792142945483293,0.02365327211989538,0.9184252984252718,0.03093195685987242,30,0.040236176270166686,0.012135438020503979,0.9476283857093294,0.03177256687437802,31
1114,tamilish,High,High,card_payment_not_recognised,0.0026075567584484,0.0071546877734363,0.0037469866219908,0.9890984296798706,0.03301607814404027,28,0.020572496568733074,0.027744999317720134,0.9516826366465467,0.03199682225038409,12,0.02122084731439522,0.027526305837004987,0.9512529793815999,0.03198202862660003,10,0.012223385340343423,0.010272735146775128,0.9775038795128814,0.03269453416277822,27,0.009158987863614049,0.0007460404974596395,0.9900949716389263,0.033028463950158904,14
470,english,High,High,lost_or_stolen_card,0.000228142918786,0.0253814999014139,0.0001449403061997,0.974473476409912,0.032536535174343344,29,0.05078738763892843,0.001420475145950465,0.9477921146110211,0.03171071483749806,14,0.0540710214705809,0.0014430232612095088,0.9444859326641097,0.03160753757737745,16,0.03599716780534666,0.00045492851822177507,0.9635479036764316,0.03219704862646071,28,0.011850072945428912,0.0007709257544438396,0.9873790013001272,0.03294374540992758,26
461,singlish,High,High,lost_or_stolen_card,0.0302197989076375,0.0030790076125413,0.0289903338998556,0.9679306745529176,0.032512356533455515,30,0.06418373691050192,0.029216528520776906,0.9065996480517211,0.030597175457960722,21,0.06582366873075804,0.030117365926169315,0.9040588788260726,0.03052340665344291,21,0.01434581779394889,0.02969944574222293,0.9559547364638282,0.032142540383716854,29,0.011341628274849214,0.0010252150248343736,0.9876331567003164,0.03295327707412343,25
289,tamil,Low,High,card_delivery_estimate,0.0029896504711359,0.032288271933794,0.0007688307086937,0.9669429063796996,0.03230510436842451,31,0.8917427788453598,0.0011990168556906332,0.10705806224664921,0.005436391337946895,187,0.9219663364996468,0.0012754466455006327,0.07675807480255278,0.0044899944165051955,190,0.34461518472409114,0.0019499353543206948,0.6534348799215882,0.02251536042684747,32,0.1253298732902742,0.02864207159748547,0.8460280551122402,0.028700723003075124,33
1676,tamil,High,High,lost_or_stolen_phone,0.0001750186493154,0.1209663152694702,0.0005148437921889,0.87851881980896,0.02954026418204497,32,0.18531323082546552,0.0294604652978336,0.785226254958701,0.026805781606991697,31,0.1884674889995311,0.029762908749754884,0.7817695533327143,0.02669964995275412,31,0.15212858477203015,0.003957153771238414,0.8439142614567314,0.02848038621492643,31,0.03872715901654846,0.002634481105712204,0.9586383598777395,0.03205724758642339,30
1485,tamil,High,High,transaction_charged_twice,0.9996753931045532,0.0005019770469516,0.4245473146438598,0.5749506950378418,0.022703963242141374,33,0.09865756217105928,0.5407545022918149,0.3605880019171258,0.016731424170859023,32,0.03614370859589751,0.6334520037736365,0.3304043540104663,0.0163675445580373,34,0.007474560208312786,0.5089107743864277,0.4836146654052595,0.020376983967162865,33,0.02405843811146843,0.12645758752199351,0.849483974366538,0.029420067454300106,32
871,singlish,Medium,Medium,transfer_not_received_by_recipient,0.9876476526260376,0.0217380132526159,0.6848374605178833,0.2934245765209198,0.015533085582622636,34,0.04924751727601322,0.8047015070911645,0.1460510398416223,0.011676812881472142,36,0.0030766019418431816,0.7974884132301496,0.1994350490368073,0.01329998133219033,36,0.03331591935032146,0.755893948168974,0.21079013248070455,0.013394862149411439,34,0.021351400615918656,0.7891879288923603,0.1894606704917209,0.012936403841776863,34
2226,singlish,Medium,Medium,transfer_fee_charged,0.0035490535665303,0.0012958949664607,0.7537103295326233,0.2449938058853149,0.01445007939012915,35,0.07090240019120773,0.9288746101296259,0.0002229949290662895,0.007895768249114109,142,0.08202424636603156,0.9177420341923443,0.0002337246915241541,0.007826524954582907,144,0.011228223696368849,0.9801137134776774,0.008658062825953812,0.008479608505879872,50,0.00859001834389986,0.9694710203849081,0.0219389612711922,0.008828119750463765,38
2117,english,Low,Low,reverted_card_payment?,0.0004056861216668,0.62101811170578,0.0042030327022075,0.3747789263725281,0.01382144388432304,36,0.8732023972480565,0.08863847265320085,0.03815904814024282,0.0038297938710515522,208,0.9417325725991439,0.04338229844110277,0.014885047001253114,0.00281963024663251,222,0.8413206256444203,0.022051821068560337,0.1366275532870193,0.006490768255231189,168,0.9225103457288187,0.040037117434369746,0.03745253683681141,0.003503957093448501,185
1855,tamilish,Low,Medium,transfer_not_received_by_recipient,0.0012389625189825,0.1037962213158607,0.7133693695068359,0.1828344166278839,0.012255467427894472,37,0.0522609670209974,0.8044087608230275,0.1433303269818751,0.011589960920881475,42,0.05862754949799334,0.8049766768567377,0.13639582847116913,0.011376807317632603,44,0.074166183221343,0.7628199841520097,0.16301383262664737,0.011945140503866124,36,0.032806883500478085,0.9276396664715639,0.039553450027957876,0.009117126562154292,36
862,sinhala,Medium,Medium,transfer_not_received_by_recipient,0.0006146312807686,0.0005365618271753,0.8934628963470459,0.1060005128383636,0.010979992401310784,38,0.049141367343913535,0.8048901796497592,0.1459685398095273,0.011675414006032055,37,0.055536555736712,0.8056005520015643,0.1388629790649236,0.011457805059961973,40,0.005252869379983682,0.8675003768150973,0.127246753804919,0.01148167174483141,37,0.020897419944027752,0.9583459756080478,0.02075660444792437,0.00872163956988127,39
1770,tamilish,Medium,Medium,request_refund,0.605887234210968,0.0801666527986526,0.8274407982826233,0.0923925638198852,0.010142105973015228,39,0.19247155498155508,0.42672085128756676,0.380807552484878,0.016650574583103896,33,0.10621324695013089,0.5221357109044477,0.3716510008994217,0.016960775218663893,33,0.1371044616533775,0.6558610388714501,0.20703449947517252,0.012652292934879038,35,0.255687205228646,0.5875152946274925,0.15679750014386143,0.010655225804250832,35
1925,english,Medium,Medium,card_swallowed,0.0099235037341713,0.0007573970360681,0.9348048567771912,0.0644377395510673,0.009939543035337312,40,0.003393687211986135,0.9796796085229073,0.016926833946706483,0.00873529471760608,67,0.003664030132909878,0.9924893495446797,0.003846750004010223,0.0084066029757829,83,0.0016168041323314597,0.9650775608089138,0.033305635058754765,0.00915586918397513,39,0.006076463644569741,0.9873721548278263,0.006551381527604014,0.008459139973744872,54
2690,english,Medium,Medium,balance_not_updated_after_bank_transfer,0.0002032959018833,0.0077455076389014,0.97344309091568,0.0188113469630479,0.00875520713064664,41,0.11882920841515007,0.8319889478245168,0.04918185331933308,0.008820197193380305,59,0.12584812874605608,0.8270246305506166,0.047127250262326635,0.008724963864886977,62,0.031579167680931476,0.9367596939358434,0.03166113838322509,0.008927491994908138,40,0.015484304626529211,0.9771437597302539,0.007371935643216859,0.008420854820497946,59
164,singlish,Medium,Medium,extra_charge_on_statement,0.0008778446353971,0.0003002451558131,0.9922757744789124,0.0074239498935639,0.008517055294517678,42,0.008984148134755468,0.9836480389677716,0.007367976114672589,0.008461383170501257,83,0.009311902193989583,0.9892135953993165,0.0014746656238935393,0.008312001945361568,99,0.001647347842061636,0.9909344190785743,0.007418233079364023,0.008508493236304548,49,0.005699039710201999,0.9900810479978777,0.004219912291920381,0.00840321214244258,72
1489,tamilish,High,Medium,extra_charge_on_statement,0.0009577765595167,0.0005955785163678,0.992240071296692,0.0071643404662609,0.008508719398256896,43,0.015373011974682016,0.9750763652609012,0.009550723026416593,0.008476020919668653,75,0.015783341039037994,0.9804794355388962,0.0037373236840659756,0.008328121379457662,95,0.0030413154052735835,0.9886445184207283,0.0083141661739982,0.008522179266400328,47,0.006024690341290602,0.9896489330242964,0.004326376634413104,0.008403838434560596,69
790,singlish,Medium,Medium,wrong_amount_of_cash_received,0.0005183617467992,0.0003996248415205,0.9961984753608704,0.0034019267186522,0.00841588407038216,44,0.012228513065172173,0.9707442616013249,0.017027415556962952,0.008682592100795581,72,0.012799082793856153,0.9866174176467699,0.0005836897828338374,0.008267932895638078,104,0.0022257262293134935,0.9901113320334323,0.007662941737254115,0.008510996087831476,48,0.006236654217312613,0.9893697013265877,0.004393644456099647,0.008404195355877622,66
850,tamil,Medium,Medium,transfer_not_received_by_recipient,0.000157255330123,0.0022814008407294,0.9938845038414,0.0038340212777256,0.008414924493020705,45,0.04953809372303984,0.8046417830839696,0.1458201533562905,0.01166922433283243,40,0.05596067512013389,0.8053474323355688,0.13869192270759717,0.011450877432883259,43,0.011448974277136386,0.9630867006120131,0.02546432511085046,0.008898385371872491,41,0.020344327376526677,0.969035064219384,0.010620608404089288,0.008471696497332273,51
1560,sinhala,Medium,Medium,declined_cash_withdrawal,0.0010921405628323,0.0014283076161518,0.9958322644233704,0.0027394972275942,0.00839289441864821,46,0.010166816398751907,0.9829051802348165,0.006927894575431605,0.008442987188635257,90,0.010508512421957043,0.982240189443563,0.00725118934347994,0.008448933957691432,81,0.0038201817648112297,0.9918124809987565,0.0043673372364323474,0.008418640628214073,56,0.005737070329331998,0.9901661362254437,0.00409679344522424,0.008399896479905614,81
1543,tamil,Medium,Medium,passcode_forgotten,0.0011638426221907,0.0002780773502308,0.9980928301811218,0.0016290760831907,0.008372322115428685,47,0.0015148731709098372,0.9791676555552946,0.019317595114695357,0.008806806285890029,60,0.0016096223778129999,0.9788885155995348,0.019501985863551886,0.008810823872068297,60,0.000652403152899722,0.9937087237789076,0.005638873068192717,0.008470227640332529,51,0.005944035795489694,0.9897377009785461,0.00431826322596421,0.008404139690260628,67
2292,english,Medium,Medium,beneficiary_not_allowed,0.0001643944560782,0.0120511353015899,0.9833903908729552,0.0045584854669868,0.008371975971385833,48,0.33637253540201856,0.6625039564352643,0.0011235376497169924,0.006259093674038641,168,0.3607526289655873,0.6385043135774683,0.0007430869439446457,0.00609720682162203,176,0.07292336372764721,0.9244845673201101,0.00259206895224269,0.007942364033841605,148,0.03933695614029603,0.9532470680957539,0.0074159757639500785,0.008272876751555235,153
1535,singlish,Medium,Medium,passcode_forgotten,0.000253046862781,0.000505972362589,0.9979396462440492,0.0015543536283075,0.008369029615399386,49,0.0014743735592685733,0.9792351538122172,0.019290461606514132,0.008806379946900757,62,0.0015407700704219555,0.9789981924092847,0.019461026498293163,0.008810229091000522,61,0.0008681510733506812,0.9936279003550459,0.005503948571603417,0.008465506103414976,52,0.005946891771271763,0.9897408682783947,0.004312239950333488,0.008403971258521223,68
2694,singlish,Medium,Medium,transfer_not_received_by_recipient,0.0007389308884739,0.0071685821749269,0.9896342754364014,0.0031971095595508,0.008368457160152802,50,0.049277759973245634,0.8048302203765072,0.14589214543754703,0.011672652017666721,38,0.05566501024928426,0.8055419657379955,0.13879314980002,0.011455256812503305,41,0.020147846386358526,0.9567005417386485,0.023151611874993,0.00878619959029342,42,0.020745443166420196,0.9685903324545327,0.010664224379046964,0.00847027992301938,52
1705,singlish,Medium,Medium,request_refund,0.0013052107533439,0.0030405046418309,0.9950685501098632,0.0018909490900114,0.008361603938586388,51,0.23741126355233963,0.7033525502866101,0.059236027091050365,0.008330412287824137,101,0.26883495809064395,0.6839630899004825,0.047201792938873714,0.00783315834315532,139,0.030739118819353792,0.9571520897583189,0.012108791422327448,0.008443933626270559,54,0.032492205130580334,0.9588725380370897,0.008635256832329878,0.008346138472075453,145
707,tamil,Medium,Medium,cancel_transfer,0.0019383213948458,0.0035009754355996,0.9945123195648192,0.0019867399241775,0.008361121026003577,52,0.13011224009883973,0.7428954098278197,0.1269923429803402,0.010694940348115753,50,0.13895455058151276,0.777137680218605,0.08390776210688185,0.009562561385762587,53,0.02379969183192734,0.9584879248445604,0.017712383323512246,0.008627394842471593,45,0.02852678035171056,0.9606332764041937,0.010839943244095696,0.008426039537237534,58
1537,singlish,Medium,Medium,passcode_forgotten,0.0087040001526474,0.0005533349467441,0.9982642531394958,0.0011823868844658,0.008359434453450377,53,0.0014398211649534762,0.9792712809124058,0.019288863580040658,0.008806555754365057,61,0.001759221035276752,0.9786505495797189,0.01959019504240433,0.008812092791734628,59,0.0008976176910166744,0.9942997847115354,0.004802597597447976,0.008447788162700679,53,0.005947464841574253,0.9897098612085755,0.004342673949850137,0.008404728526819746,63
767,singlish,Medium,Medium,wrong_amount_of_cash_received,0.0060337022878229,0.0002934911462944,0.9986200332641602,0.0010865019867196,0.008358661783313435,54,0.012263659112230612,0.9704388638778687,0.017297654092700575,0.008689128291889406,69,0.012791381119418528,0.9843067476464099,0.0029020483169716915,0.008325939884951263,96,0.0019150604128074758,0.9937088741511295,0.0043760654360629776,0.00843076584165486,55,0.006242623928925102,0.9893970256494021,0.004360350421672717,0.008403325694319369,70
2696,tamil,Medium,Medium,balance_not_updated_after_bank_transfer,0.0004719448043033,0.0002370338042965,0.9988413453102112,0.0009215979953296,0.008354891631188363,55,0.13588312907865083,0.8580005896156987,0.00611627718115092,0.007636970671749709,151,0.14332800464291331,0.8502452625645733,0.0064267286680134315,0.007598201486644628,156,0.006077653656716497,0.9913798380741569,0.0025425082691266296,0.00835891070470702,71,0.0119745256893147,0.9829251085206674,0.005100365790017878,0.008386001692525562,132
2597,tamil,Medium,Medium,wrong_exchange_rate_for_cash_withdrawal,0.9996718168258668,0.000308923976263,0.9987812638282776,0.0009097657748498,0.008354146316014522,56,0.14807059886633647,0.8516708782015568,0.00025852191993670787,0.007414355129982398,158,0.0035288933878124917,0.9927954856228612,0.003675619977156305,0.008403168240653664,88,0.007275944462346385,0.9922023293516926,0.0005217261859610928,0.008300901835092696,104,0.012651239822500744,0.9719583510977553,0.015390409079743872,0.0086390233114363,41
182,tamilish,Medium,Medium,extra_charge_on_statement,0.0017111476045101,0.0002556462713982,0.9991051554679872,0.0006391614442691,0.008347714273440943,57,0.007337668605457298,0.986352791527299,0.006309526819343908,0.008445210966300326,88,0.007622916835626819,0.9918353039289715,0.0005417661875017292,0.008299234149065709,100,0.0013749971988593192,0.9966089276597685,0.00201607514137216,0.008375141479374768,63,0.005581759123964679,0.9904208757252575,0.0039973651507777645,0.008398381467577999,84
2707,tamil,Medium,Medium,balance_not_updated_after_bank_transfer,0.0001859399344539,0.0024650897830724,0.9963811039924622,0.0011538931867107,0.008346774576542275,58,0.13586210817401045,0.8580219046725016,0.006115847708887933,0.007637090187929633,150,0.14334591416805753,0.8502255007250603,0.006428445662282687,0.007598131349301712,157,0.019353963425591925,0.9778366241003054,0.0028094124741026533,0.00828260637377595,116,0.012089124688293644,0.9827860289904027,0.005124846321303722,0.008385897462064092,133
1590,sinhala,Medium,Medium,declined_cash_withdrawal,0.0164256896823644,0.0002245442738058,0.9991936087608336,0.0005818222998641,0.008346475283572847,59,0.0017883549340494298,0.9921643755337429,0.0060474578527072356,0.008473344130650703,82,0.0019097380131901408,0.9917140075329081,0.006376442774401472,0.00848081010944843,76,0.0006348454408865459,0.9974859599407649,0.0018791946183486215,0.008376345414786508,62,0.005391071411436184,0.9905963009700341,0.004012627618529604,0.008399954827475097,80
