row_id,text,category,gold_sentiment,pred_sentiment,gold_priority,pred_priority
6359,I have a payment that shows twice,transaction_charged_twice,Neutral,Neutral,Medium,High
2660,Is it normal to get charged extra when i use my card?,card_payment_fee_charged,Neutral,Neutral,Low,Medium
3376,My cash deposit from a week ago is still not in my account. Can you help me please?,balance_not_updated_after_cheque_or_cash_deposit,Neutral,Negative,Medium,Medium
8509,How can correct Top up with the app to work correctly?,top_up_failed,Neutral,Neutral,Low,Medium
5444,Give me a refund,request_refund,Negative,Neutral,Medium,Medium
8258,Is there a fee associated with using foreign exchange ATMs?,wrong_exchange_rate_for_cash_withdrawal,Neutral,Neutral,Low,Medium
7477,"My transfer failed, why did that happen?",failed_transfer,Negative,Neutral,Medium,Medium
5636,Is there a reason my transfer would have been declined?,declined_transfer,Neutral,Neutral,Low,Medium
757,Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal,Neutral,Neutral,Medium,Low
8535,My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,top_up_failed,Negative,Neutral,Medium,Medium
4824,I am unaware of what my password is.,passcode_forgotten,Neutral,Neutral,Low,High
4274,"My wallet isn't showing my top-up, did I do something wrong?",topping_up_by_card,Neutral,Neutral,Medium,Low
2567,Why was I charged for payments? You didn't warn me about additional fees.,card_payment_fee_charged,Negative,Neutral,Medium,Medium
2464,"Hey I am standing in front of an ATM here, it only gave me Rs 10,000 even though I wanted to withdraw Rs 30,000! Seems like the app has Rs 30,000, what do I do??",wrong_amount_of_cash_received,Neutral,Negative,High,Medium
6476,A duplicated payment was made for something.,transaction_charged_twice,Neutral,Neutral,Medium,High
870,"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",pending_cash_withdrawal,Neutral,Neutral,Medium,Low
8292,My rate is not right when I used my card in a different country's money.,wrong_exchange_rate_for_cash_withdrawal,Negative,Neutral,Medium,Medium
9413,Can you tell me why I was charged to withdraw cash?,cash_withdrawal_charge,Neutral,Neutral,Low,Medium
8704,"Although I transferred some money, it has not as of yet, arrived.",balance_not_updated_after_bank_transfer,Negative,Neutral,Medium,Medium
1898,Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge,Neutral,Neutral,Low,Medium
3296,"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",top_up_reverted,Neutral,Neutral,Medium,Low
3249,I topped up but the app declined it,top_up_reverted,Neutral,Neutral,Medium,Low
9006,"If I exchange foreign currency, are there any other charges?",exchange_charge,Neutral,Neutral,Low,Medium
4821,I forgot my passcode. Now what?,passcode_forgotten,Neutral,Neutral,Medium,High
5258,"My bag was stolen from me yesterday, so I can't use any apps or anything. I need some help.",lost_or_stolen_phone,Neutral,Negative,High,High
7221,"I thought transfers were free, why was I charged?",transfer_fee_charged,Negative,Neutral,Low,Medium
4773,A debit came through that I need to dispute.,direct_debit_payment_not_recognised,Neutral,Neutral,Low,High
9071,how much does it cost to add money to my card,top_up_by_card_charge,Neutral,Neutral,Low,Medium
1739,I forgot what my pin number is and now am blocked can you help me get in?,pin_blocked,Neutral,Neutral,Medium,High
4367,I need to make several disposable cards per day.,disposable_card_limits,Neutral,Neutral,Medium,Low
8912,Help! I think someone has made a cash withdrawal with my card!,cash_withdrawal_not_recognised,Neutral,Negative,High,High
6799,Why is a payment I made reverted back to my account?,reverted_card_payment?,Neutral,Neutral,Medium,Low
1679,Can someone assist me with explaining how I can unblock my pin?,pin_blocked,Neutral,Neutral,Medium,High
2097,How do I cancel a transaction?,cancel_transfer,Neutral,Neutral,Low,Medium
2743,"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient,Negative,Negative,High,Medium
1746,"I have used all my PIN tries, what now?",pin_blocked,Neutral,Neutral,Medium,High
