file,line,category,old_text,new_text
original dataset/train.csv,614,extra_charge_on_statement,Why did I get a $1 extra fee on the statement?,Why did I get a Rs 10 extra fee on the statement?
original dataset/train.csv,615,extra_charge_on_statement,Why was I charged $1 in a transaction?,Why was I charged Rs 10 in a transaction?
original dataset/train.csv,617,extra_charge_on_statement,"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.","My statement shows a Rs 10 purchase pending. I do not remember making this purchase, please let me know what this is about."
original dataset/train.csv,618,extra_charge_on_statement,I am seeing and extra 1$ charged to my account and wanted to know about it.,I am seeing and extra Rs 10 charged to my account and wanted to know about it.
original dataset/train.csv,620,extra_charge_on_statement,An extra pound was charged!,An extra Rs 10 was charged!
original dataset/train.csv,621,extra_charge_on_statement,I got billed an extra pound!,I got billed an extra Rs 10!
original dataset/train.csv,623,extra_charge_on_statement,"There must have been a mistake, why was I charged an extra pound?","There must have been a mistake, why was I charged an extra Rs 10?"
original dataset/train.csv,626,extra_charge_on_statement,"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?","I looked at my statement, and there is a charge for Rs 10 that I don't recognize.  Why is it on there?"
original dataset/train.csv,629,extra_charge_on_statement,Why have I been charged an extra £1?,Why have I been charged an extra Rs 10?
original dataset/train.csv,631,extra_charge_on_statement,Why is there a charge for $1 on my account?,Why is there a charge for Rs 10 on my account?
original dataset/train.csv,632,extra_charge_on_statement,"On my statement, there is a strange 1£ charge that appears as pending. What's causing that? I haven't purchased anything that's just a pound.","On my statement, there is a strange Rs 10 charge that appears as pending. What's causing that? I haven't purchased anything that's just Rs 10."
original dataset/train.csv,633,extra_charge_on_statement,what was the $1 fee i got,what was the Rs 10 fee i got
original dataset/train.csv,635,extra_charge_on_statement,I was overcharged one extra pound!,I was overcharged one extra Rs 10!
original dataset/train.csv,636,extra_charge_on_statement,I noticed an extra pound charge?,I noticed an extra Rs 10 charge?
original dataset/train.csv,637,extra_charge_on_statement,I have been charged an extra pound!,I have been charged an extra Rs 10!
original dataset/train.csv,638,extra_charge_on_statement,Why does my statement show a $1 charge on my account?,Why does my statement show a Rs 10 charge on my account?
original dataset/train.csv,639,extra_charge_on_statement,Why has my card been charged an extra pound?,Why has my card been charged an extra Rs 10?
original dataset/train.csv,642,extra_charge_on_statement,I was made to pay an additional pound!,I was made to pay an additional Rs 10!
original dataset/train.csv,643,extra_charge_on_statement,I was charged an extra pound for no reason. Why is that?,I was charged an extra Rs 10 for no reason. Why is that?
original dataset/train.csv,645,extra_charge_on_statement,When did I get a $1 extra fee on my statement?,When did I get a Rs 10 extra fee on my statement?
original dataset/train.csv,647,extra_charge_on_statement,I was charged an extra dollar on my account and would like to know the reason.,I was charged an extra Rs 10 on my account and would like to know the reason.
original dataset/train.csv,649,extra_charge_on_statement,I was overcharged a pound.,I was overcharged Rs 10.
original dataset/train.csv,651,extra_charge_on_statement,What was the $1 charge for on my statement?,What was the Rs 10 charge for on my statement?
original dataset/train.csv,652,extra_charge_on_statement,I had a dollar charged to my account that's still pending and wanted to know what the charge is for?,I had Rs 10 charged to my account that's still pending and wanted to know what the charge is for?
original dataset/train.csv,654,extra_charge_on_statement,What am I being charged an extra pound when I haven't bought something worth that much?,What am I being charged an extra Rs 10 when I haven't bought something worth that much?
original dataset/train.csv,657,extra_charge_on_statement,Why did I get charged one pound seemingly randomly?,Why did I get charged Rs 10 seemingly randomly?
original dataset/train.csv,658,extra_charge_on_statement,Why was I charged an extra pound?,Why was I charged an extra Rs 10?
original dataset/train.csv,659,extra_charge_on_statement,I am being charged a pound out of nowhere. What is this?,I am being charged Rs 10 out of nowhere. What is this?
original dataset/train.csv,664,extra_charge_on_statement,"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?","Hello, there seems to be a billing mistake associated with my account.  My app was charged Rs 10 more than it should have.  Could you please explain why this may have happened?"
original dataset/train.csv,665,extra_charge_on_statement,Why is there a pending hold on one pound on my statement?,Why is there a pending hold on Rs 10 on my statement?
original dataset/train.csv,667,extra_charge_on_statement,What is this $1 charge on my account?,What is this Rs 10 charge on my account?
original dataset/train.csv,668,extra_charge_on_statement,There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,There is a Rs 10 charge that appears as pending on my statement. What is that? I haven't purchased anything for Rs 10 there.
original dataset/train.csv,669,extra_charge_on_statement,Why did a transaction I made charge me $1?,Why did a transaction I made charge me Rs 10?
original dataset/train.csv,670,extra_charge_on_statement,"There seems to be an additional charge of £1 on my statement, what is the reason for this?","There seems to be an additional charge of Rs 10 on my statement, what is the reason for this?"
original dataset/train.csv,671,extra_charge_on_statement,I still have not received an answer as to why I was charged $1.00 in a transaction?,I still have not received an answer as to why I was charged Rs 10 in a transaction?
original dataset/train.csv,674,extra_charge_on_statement,There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,There is some odd Rs 10 charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for Rs 10 there.
original dataset/train.csv,676,extra_charge_on_statement,Can you tell me about why the account I have was charged an extra 1$,Can you tell me about why the account I have was charged an extra Rs 10
original dataset/train.csv,678,extra_charge_on_statement,Can you tell me why I was charged $1 for a transaction?,Can you tell me why I was charged Rs 10 for a transaction?
original dataset/train.csv,680,extra_charge_on_statement,"There is an extra charge on my account I didn't authorise, it's just £1, what is it?","There is an extra charge on my account I didn't authorise, it's just Rs 10, what is it?"
original dataset/train.csv,681,extra_charge_on_statement,What is the dollar that I have pending on my statement there?,What is the Rs 10 that I have pending on my statement there?
original dataset/train.csv,682,extra_charge_on_statement,"I see an extra $1  charge on my statement, why is this?","I see an extra Rs 10  charge on my statement, why is this?"
original dataset/train.csv,684,extra_charge_on_statement,"There is an unexplained $1 charge on my statement, can you please explain this to me?","There is an unexplained Rs 10 charge on my statement, can you please explain this to me?"
original dataset/train.csv,686,extra_charge_on_statement,"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?","Hello, I see that I have been charged an extra Rs 10 on my app.  Could you please provide me with a reason for this charge?"
original dataset/train.csv,692,extra_charge_on_statement,Why was I charged an additional $1?,Why was I charged an additional Rs 10?
original dataset/train.csv,693,extra_charge_on_statement,I checked my statement and am being charged one pound. Where did this charge come from?,I checked my statement and am being charged Rs 10. Where did this charge come from?
original dataset/train.csv,694,extra_charge_on_statement,I do not know why I was charged for the $1 transaction.,I do not know why I was charged for the Rs 10 transaction.
original dataset/train.csv,695,extra_charge_on_statement,I wanted to know about a pending dollar that is on my statement.,I wanted to know about a pending Rs 10 that is on my statement.
original dataset/train.csv,696,extra_charge_on_statement,"I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!","I'm pretty frustrated about a Rs 10 charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!"
original dataset/train.csv,697,extra_charge_on_statement,How come there is a $1 extra charge on my statement?,How come there is a Rs 10 extra charge on my statement?
original dataset/train.csv,698,extra_charge_on_statement,I was charged an extra pound.,I was charged an extra Rs 10.
original dataset/train.csv,699,extra_charge_on_statement,There is a charge for an additional pound.,There is a charge for an additional Rs 10.
original dataset/train.csv,700,extra_charge_on_statement,There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,There is a strange Rs 10 charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for Rs 10.
