id,split,text_en,category,sentiment_v5,priority,sentiment_v6
182,train,Can you please reactivate my card?,card_linking,Neutral,Low,Neutral
183,train,Where do I go to add a new card?,card_linking,Neutral,Low,Neutral
184,train,I want my card I just received to show up in the app. How do I do that?,card_linking,Neutral,Low,Neutral
185,train,"I received my card, how do I get it to show in the app?",card_linking,Neutral,Low,Neutral
186,train,If I have a credit card with you how I get set up to link to it?,card_linking,Neutral,Low,Neutral
187,train,How do I add my new card?,card_linking,Neutral,Low,Neutral
188,train,"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking,Neutral,Low,Neutral
189,train,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",card_linking,Neutral,Low,Neutral
190,train,My card is no longer lost. How do I enter it back into the app?,card_linking,Neutral,Low,Neutral
191,train,"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking,Neutral,Low,Neutral
192,train,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking,Neutral,Low,Neutral
193,train,How do I reactivate a card I thought I lost?,card_linking,Neutral,Low,Neutral
194,train,Help me figure out how to link the new card.,card_linking,Neutral,Low,Neutral
195,train,I found my lost card. Am I still able to use it?,card_linking,Neutral,Low,Neutral
196,train,Will I need a new card or can I put my old card back into the app?,card_linking,Neutral,Low,Neutral
197,train,Is there a way to link the card i just got?,card_linking,Neutral,Low,Neutral
198,train,How do I add a new card?,card_linking,Neutral,Low,Neutral
199,train,"I want to reactivate my card, I found it after thinking it was lost.",card_linking,Neutral,Low,Neutral
200,train,Can I put my old card back in the app?,card_linking,Neutral,Low,Neutral
201,train,"I got a new card, how do I link it?",card_linking,Neutral,Low,Neutral
202,train,I found the card I thought I lost this morning. Can I reactivate this card?,card_linking,Neutral,Low,Neutral
203,train,How do i go about linking a new card?,card_linking,Neutral,Low,Neutral
204,train,how do i get the card linked,card_linking,Neutral,Low,Neutral
205,train,"I have one of your cards, but I don't know how to link it.",card_linking,Neutral,Low,Neutral
206,train,how do I link an old card?,card_linking,Neutral,Low,Neutral
207,train,I received my card. How do I link it to the app?,card_linking,Neutral,Low,Neutral
208,train,"Now that I have my card, how do I connect it to the app?",card_linking,Neutral,Low,Neutral
209,train,How do I add the card I just received to show up in the app?,card_linking,Neutral,Low,Neutral
210,train,"I want to reactivate my card, I thought I had lost it but I found it.",card_linking,Neutral,Low,Neutral
211,train,What do I need to do to link my new card for my account?,card_linking,Neutral,Low,Neutral
212,train,Can I add a card to back into the app?,card_linking,Neutral,Low,Neutral
213,train,I want to link my new card. Can you help?,card_linking,Neutral,Low,Neutral
214,train,What is the process to link the new card?,card_linking,Neutral,Low,Neutral
215,train,"I found my card, am I able to put it back into the app?",card_linking,Neutral,Low,Neutral
216,train,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking,Neutral,Low,Neutral
217,train,Where can I link a new card?,card_linking,Neutral,Low,Neutral
218,train,How do I add a card on to the app?,card_linking,Neutral,Low,Neutral
219,train,"I found my card in my jacket this morning, so can I reactivate it?",card_linking,Neutral,Low,Neutral
220,train,"I've obtained the card, how do I enable it on the app?",card_linking,Neutral,Low,Neutral
221,train,I need to find the card I received in the app.,card_linking,Neutral,Low,Neutral
222,train,How do I get my card on the app?,card_linking,Neutral,Low,Neutral
223,train,"In the app, how can I make it show the new card that arrived?",card_linking,Neutral,Low,Neutral
224,train,How do I link my new card?,card_linking,Neutral,Low,Neutral
225,train,Can I activate a card in the app?,card_linking,Neutral,Low,Neutral
226,train,"I want to link to my card card with you, how?",card_linking,Neutral,Low,Neutral
227,train,I would like to link my card to my account.,card_linking,Neutral,Low,Neutral
228,train,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking,Neutral,Low,Neutral
229,train,How can I link the new card?,card_linking,Neutral,Low,Neutral
230,train,I got a new card and can't find where to link it.,card_linking,Neutral,Low,Neutral
231,train,"Hey, I have my card, how do I get it to show in the app?",card_linking,Neutral,Low,Neutral
232,train,Where in the app do I go to make my new card show up?,card_linking,Neutral,Low,Neutral
233,train,Where do I scan my card?,card_linking,Neutral,Low,Neutral
234,train,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking,Neutral,Low,Neutral
235,train,Can I link my card I previously received?,card_linking,Neutral,Low,Neutral
236,train,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",card_linking,Neutral,Low,Neutral
237,train,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",card_linking,Neutral,Low,Neutral
238,train,You sent me a card and now I want to link it.,card_linking,Neutral,Low,Neutral
239,train,How do I add my new card to the app?,card_linking,Neutral,Low,Neutral
240,train,Can I add a card back to the app?,card_linking,Neutral,Low,Neutral
241,train,What if I want to add a card I already have to the app?,card_linking,Neutral,Low,Neutral
242,train,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking,Neutral,Low,Neutral
243,train,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",card_linking,Neutral,Low,Neutral
244,train,Is there a way to link cards if I have one of yours?,card_linking,Neutral,Low,Neutral
245,train,If my card was lost or stolen can I re-link it?,card_linking,Neutral,Low,Neutral
246,train,How do I link a new card to an existing one?,card_linking,Neutral,Low,Neutral
247,train,How do I link a new payment card?,card_linking,Neutral,Low,Neutral
248,train,I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,Neutral,Low,Neutral
249,train,"Card has been received, how will it show up on the app?",card_linking,Neutral,Low,Neutral
250,train,Can I re-link a lost card with the app?,card_linking,Neutral,Low,Neutral
251,train,What do I do to link my new card?,card_linking,Neutral,Low,Neutral
252,train,Is it possible to link a new card?,card_linking,Neutral,Low,Neutral
253,train,I deactivated my card but would like to reactivate it.,card_linking,Neutral,Low,Neutral
254,train,"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking,Neutral,Low,Neutral
255,train,can I link a card of yours I already have?,card_linking,Neutral,Low,Neutral
256,train,Can I put my found card back into the app on my phone?,card_linking,Neutral,Low,Neutral
257,train,"My card arrived but I need to make it work in the app, how do I do that?",card_linking,Neutral,Low,Neutral
258,train,"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,Neutral,Low,Neutral
259,train,I found my card again. Can I put it back into the app?,card_linking,Neutral,Low,Neutral
260,train,I need some help linking my new card.,card_linking,Neutral,Low,Neutral
261,train,help me link my card,card_linking,Neutral,Low,Neutral
262,train,How do I link my card in the app.,card_linking,Neutral,Low,Neutral
263,train,How do I get my card into the app?,card_linking,Neutral,Low,Neutral
264,train,I found my card! Can I link it back into the app?,card_linking,Neutral,Low,Neutral
265,train,How do I reactivate my card?,card_linking,Neutral,Low,Neutral
266,train,Where do I go to get my new card linked?,card_linking,Neutral,Low,Neutral
267,train,"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,Neutral,Low,Neutral
268,train,How do I link the new card that I just got from you guys?,card_linking,Neutral,Low,Neutral
269,train,How can I add a new card?,card_linking,Neutral,Low,Neutral
270,train,Can you tell me how to get my card on the app?,card_linking,Neutral,Low,Neutral
271,train,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking,Neutral,Low,Neutral
272,train,How do I make my card appear on the app?,card_linking,Neutral,Low,Neutral
273,train,How do I link the new card?,card_linking,Neutral,Low,Neutral
274,train,Where in the app do I link a new card?,card_linking,Neutral,Low,Neutral
275,train,How do I add my card to the app once I get it?,card_linking,Neutral,Low,Neutral
276,train,Can I link your physical card,card_linking,Neutral,Low,Neutral
277,train,How do I activate and link my new card?,card_linking,Neutral,Low,Neutral
278,train,"I got a card, how do I get it in the app?",card_linking,Neutral,Low,Neutral
279,train,I received my new card.  Where is it in the app?,card_linking,Neutral,Low,Neutral
280,train,"I found my card, how can I use it again?",card_linking,Neutral,Low,Neutral
281,train,"I just received a new card, where do I go to link it to my account?",card_linking,Neutral,Low,Neutral
282,train,"found card, how to put it back in app",card_linking,Neutral,Low,Neutral
283,train,How do I see my card in the app?,card_linking,Neutral,Low,Neutral
284,train,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,Neutral,Low,Neutral
285,train,I don't see my card anywhere in the app.,card_linking,Neutral,Low,Neutral
286,train,"I received my card, how do I get it to work in the app?",card_linking,Neutral,Low,Neutral
287,train,What do I do if I already had a card with you guys?,card_linking,Neutral,Low,Neutral
288,train,if i found a lost card can i put it back in app,card_linking,Neutral,Low,Neutral
289,train,I have a card that was deactivated can I reactivate it?,card_linking,Neutral,Low,Neutral
290,train,"My new card isn't in my app, how do I get it in there?",card_linking,Neutral,Low,Neutral
291,train,Help me access the card I already got so I can information from it.,card_linking,Neutral,Low,Neutral
292,train,What is my money worth in other countries?,exchange_rate,Neutral,Low,Neutral
293,train,Will my money be of equal value when I travel abroad?,exchange_rate,Neutral,Low,Neutral
294,train,Do you know the rate of exchange?,exchange_rate,Neutral,Low,Neutral
295,train,What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,Neutral,Low,Neutral
296,train,What is the exchange looking like?,exchange_rate,Neutral,Low,Neutral
297,train,How is the exchange rate doing?,exchange_rate,Neutral,Low,Neutral
298,train,I would like to know how exchange rates are calculated when transferring funds.,exchange_rate,Neutral,Low,Neutral
299,train,I would like to know what exchange rates you use?,exchange_rate,Neutral,Low,Neutral
300,train,"If I need to cash foreign transfers, how does that work?",exchange_rate,Neutral,Low,Neutral
301,train,Do you know what your exchange rates are?,exchange_rate,Neutral,Low,Neutral
302,train,How do I know what exchange rate I will get?,exchange_rate,Neutral,Low,Neutral
303,train,What are you exchange rates?,exchange_rate,Neutral,Low,Neutral
304,train,Do you have the best exchange rate?,exchange_rate,Neutral,Low,Neutral
305,train,Where can I find your exchange rates?,exchange_rate,Neutral,Low,Neutral
306,train,Your exchange rates come from where?,exchange_rate,Neutral,Low,Neutral
307,train,I need to know what your exchange rates are.,exchange_rate,Neutral,Low,Neutral
308,train,What's the process for exchanges?,exchange_rate,Neutral,Low,Neutral
309,train,What do you think of the exchange rate?,exchange_rate,Neutral,Low,Neutral
310,train,How are exchange rates calculated at this bank?,exchange_rate,Neutral,Low,Neutral
311,train,What do you use to figure out the exchange rate for the card?,exchange_rate,Neutral,Low,Neutral
312,train,What's the foreign exchange rate I will receive?,exchange_rate,Neutral,Low,Neutral
313,train,I need to know what foreign exchange rate I can get.,exchange_rate,Neutral,Low,Neutral
314,train,What are the current exchange rates?,exchange_rate,Neutral,Low,Neutral
315,train,What exchange rate will I receive?,exchange_rate,Neutral,Low,Neutral
316,train,What is the basis of your exchange rates?,exchange_rate,Neutral,Low,Neutral
317,train,How's the exchange rate?,exchange_rate,Neutral,Low,Neutral
318,train,How do you determine your exchange rates?,exchange_rate,Neutral,Low,Neutral
319,train,How do the foreign exchange rates work?,exchange_rate,Neutral,Low,Neutral
320,train,Where are you getting your exchange rates from?,exchange_rate,Neutral,Low,Neutral
321,train,How is the exchange rate calculated?,exchange_rate,Neutral,Low,Neutral
322,train,I'm interested in what your exchange rates are based on.,exchange_rate,Neutral,Low,Neutral
323,train,How do you decide what the exchange rates are?,exchange_rate,Neutral,Low,Neutral
324,train,What is the current exchange rate?,exchange_rate,Neutral,Low,Neutral
325,train,What is the formula for your exchange rate?,exchange_rate,Neutral,Low,Neutral
326,train,What method do you use for the exchange rate?,exchange_rate,Neutral,Low,Neutral
327,train,What are Interbanks current exchange rates?,exchange_rate,Neutral,Low,Neutral
328,train,from where are coming your exchange rates?,exchange_rate,Neutral,Low,Neutral
329,train,How do you calculate exchange rates?,exchange_rate,Neutral,Low,Neutral
330,train,Why is your exchange rate different on different days?,exchange_rate,Neutral,Low,Neutral
331,train,Where can I find the exchange rate for my transfer?,exchange_rate,Neutral,Low,Neutral
332,train,Where can I get your exchange rates from?,exchange_rate,Neutral,Low,Neutral
333,train,How do you find the exchange rate?,exchange_rate,Neutral,Low,Neutral
334,train,How are exchange rates determined?,exchange_rate,Neutral,Low,Neutral
335,train,What value can I get for my currency?,exchange_rate,Neutral,Low,Neutral
336,train,Please explain your exchange rate policy.,exchange_rate,Neutral,Low,Neutral
337,train,What are your exchange rates calculated from?,exchange_rate,Neutral,Low,Neutral
338,train,What is an exchange rate?,exchange_rate,Neutral,Low,Neutral
339,train,What is your opinion on the exchange rate?,exchange_rate,Neutral,Low,Neutral
340,train,What are the exchange rates you assign?,exchange_rate,Neutral,Low,Neutral
341,train,How do you determine exchange rates?,exchange_rate,Neutral,Low,Neutral
342,train,How are your exchange rates calculated?,exchange_rate,Neutral,Low,Neutral
343,train,How is an exchange rate calculated?,exchange_rate,Neutral,Low,Neutral
344,train,"When exchanging, how much are the rates?",exchange_rate,Neutral,Low,Neutral
345,train,What is the exchange rate for EUR?,exchange_rate,Neutral,Low,Neutral
346,train,How can I find your exchange rates?,exchange_rate,Neutral,Low,Neutral
347,train,Could you please tell me your exchange rates?,exchange_rate,Neutral,Low,Neutral
348,train,Is there an exchange rate?,exchange_rate,Neutral,Low,Neutral
349,train,How does the exchange rate work?,exchange_rate,Neutral,Low,Neutral
350,train,What is the present state of the exchange rate?,exchange_rate,Neutral,Low,Neutral
351,train,How are foreign exchange rates determined?,exchange_rate,Neutral,Low,Neutral
352,train,How's the exchange rate looking right now?,exchange_rate,Neutral,Low,Neutral
353,train,Please explain the exchange rates.,exchange_rate,Neutral,Low,Neutral
354,train,What is the foreign exchange rate you will apply?,exchange_rate,Neutral,Low,Neutral
355,train,explain the interbank exchange rate,exchange_rate,Neutral,Low,Neutral
