id,text_en,text,category,sentiment,priority
95,Can you help me track my card?,Enoda card-a track panna enaku udhava mudiyuma?,card_arrival,Neutral,Low
96,Shouldn't my new card be here by now?,Enoda pudhu card ineram inga vandhiruka vendumallava?,card_arrival,Neutral,Low
97,Is there a reason my new card hasn't arrived?,Enoda pudhu card vandhu seradhadhuku edhavadhu kaaranam iruka?,card_arrival,Neutral,Low
98,"I would like to track a card sent to me, how do I do that?","Enaku anupapatta card-a track panna virumburen, adha naan epadi panradhu?",card_arrival,Neutral,Low
99,Is there a tracking number for the card?,Card-kaga tracking number edhavadhu iruka?,card_arrival,Neutral,Low
100,can you share card tracking number?,Card tracking number-a share panna mudiyuma?,card_arrival,Neutral,Low
101,"I have not received my card and it's been a week, what do I do?","Oru vaaram aagiyum enoda card enaku kidaikala, naan enna panradhu?",card_arrival,Neutral,Low
102,Is there a way I can check on the card on route to me?,Enaku anupapatu kondirukum card-oda nilaiya check panna edhavadhu vazhi iruka?,card_arrival,Neutral,Low
103,When will my new card arrive?,Enoda pudhu card epo vandhu serum?,card_arrival,Neutral,Low
104,Why haven't I received my new card yet?,Enoda pudhu card enaku inum yen kidaikala?,card_arrival,Neutral,Low
105,What is the expected delivery date of my card?,Enoda card vandhu serum nu edhirpaarkapadum date enna?,card_arrival,Neutral,Low
106,My card hasn't came in the mail yet?,Enoda card inum post-la varalaiya?,card_arrival,Neutral,Low
107,I haven't received my card.,Enoda card enaku kidaikala.,card_arrival,Neutral,Low
108,Is it possible for me to track the card is was mailed to me?,Enaku post-la anupapatta card-a track panradhu sathiyama?,card_arrival,Neutral,Low
109,When will my new card be delivered?,Enoda pudhu card epo deliver panna padum?,card_arrival,Neutral,Low
110,I was issued a card about a week ago. why hasn't it come in yet?,Sumaar oru vaarathuku munnadi enaku oru card valangapatathu. Adhu yen inum varala?,card_arrival,Neutral,Low
111,Can you please tell me where my card is? I ordered it 2 weeks ago!,Dayavu seidhu enoda card enga iruku nu solla mudiyuma? Naan adha 2 vaarathuku munnadi order pannen!,card_arrival,Neutral,Low
112,I still haven't received my card in the mail,Enoda card inum post-la enaku kidaikala,card_arrival,Neutral,Low
113,I'm still waiting for my card that was issued a week ago. What should I do?,Oru vaarathuku munnadi valangapatta enoda card-kaga naan inum wait pannitiruken. Naan enna pannanum?,card_arrival,Neutral,Low
114,I still haven't gotten my new card.  When will it get here?,Enaku inum enoda pudhu card kidaikala. Adhu epo inga vandhu serum?,card_arrival,Neutral,Low
115,Do you have a tracking number for the card I was sent?,Enaku anupapatta card-kaga tracking number ungakita iruka?,card_arrival,Neutral,Low
116,How do I track the card you sent to me?,Neenga enaku anupina card-a naan epadi track panradhu?,card_arrival,Neutral,Low
117,Is my new bank card on the way and is there a way to track it?,"Enoda pudhiya bank card vandhutiruka, adha track panna edhavadhu vazhi iruka?",card_arrival,Neutral,Low
118,Could you send me and up date on the arrival of my card?,Enoda card vandhu seruvathu patriya pudhiya thagavala enaku anupa mudiyuma?,card_arrival,Neutral,Low
119,How long does it take to recieve my new card?,Enoda pudhiya card-a vanga evlo kaalam edukum?,card_arrival,Neutral,Low
120,My card has not come in the mail yet.,Enoda card inum post-la varala.,card_arrival,Neutral,Low
121,What's the card you sent me's tracking number?,Neenga enakku anuppina card oda tracking number enna?,card_arrival,Neutral,Low
122,i havent got my card,Enakku innum en card kidaikkala.,card_arrival,Neutral,Low
123,Why hasn't my card arrived yet?,Yen en card innum vandhu serala?,card_arrival,Neutral,Low
124,I thought I would have received my new card at this point.,Innerathukku enakku pudhiya card kidaichirukkum nu nenachen.,card_arrival,Neutral,Low
125,How long until my new card gets here?,Enoda pudhiya card inga vandhu sera innum evvalavu kaalam edukkum?,card_arrival,Neutral,Low
126,How much longer until I get my new card?,Enoda pudhiya card kidaikka innum evvalavu neram aagum?,card_arrival,Neutral,Low
127,Am I able to track a card that has already been sent?,Yaarkave anuppappatta card-ai ennala track seyya mudiyuma?,card_arrival,Neutral,Low
128,Is it possible to track the card you sent me?,Neenga enakku anuppina card-ai track seyya mudiyuma?,card_arrival,Neutral,Low
129,How long will it be to get this new card?,Indha pudhiya card-ai pera evvalavu kaalam aagum?,card_arrival,Neutral,Low
130,how can i track card you sent,Neenga anuppina card-ai naan eppadi track seivadhu?,card_arrival,Neutral,Low
131,Can the card was sen to me be tracked?,Enakku anuppappatta card-ai track seyya mudiyuma?,card_arrival,Neutral,Low
132,why have i not got my new card?,Enakku yen innum pudhiya card kidaikkala?,card_arrival,Neutral,Low
133,I need to track the card sent to me.,Enakku anuppappatta card-ai naan track seyya vendum.,card_arrival,Neutral,Low
134,"It's been two weeks and I haven't gotten my card, what do I do?","Rendu vaaram aayittu, innum enakku card kidaikkala, naan enna seivadhu?",card_arrival,Neutral,Low
135,I was expecting my new card by now.,Innerathukku enoda pudhiya card-ai naan edhirpaathen.,card_arrival,Neutral,Low
136,Where is the tracking number for the card?,Card oda tracking number engay irukku?,card_arrival,Neutral,Low
137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,"Oru vaarathukku munbu enakku pudhiya card valangappattadhu, aana innum kidaikkala. Adhu kidaikka innum evvalavu kaalam aagum?",card_arrival,Neutral,Low
138,Can I track the card that you sent me in the mail?,Thabalil neenga enakku anuppina card-ai ennala track seyya mudiyuma?,card_arrival,Neutral,Low
139,Can you tell me if I can track the card you sent me?,Neenga enakku anuppina card-ai track seyya mudiyuma nu solla mudiyuma?,card_arrival,Neutral,Low
140,Why have I not gotten my new card?,Yen enakku pudhiya card innum kidaikala?,card_arrival,Neutral,Low
141,I'm still waiting on my new card to be delivered!,Enoda pudhiya card delivery seiyappaduvadharkaga naan innum kaathuttu irukken!,card_arrival,Neutral,Low
142,My new card isn't here and it was issued a week ago.,"Enoda pudhiya card innum varala, adhu oru vaarathukku munbe valangappattuttu.",card_arrival,Neutral,Low
143,"I was supposed to receive my new card by now, but it hasn't came in.","Innerathukku enakku pudhiya card kidaichirukka vendum, aana adhu innum varala.",card_arrival,Neutral,Low
144,Is a tracking number available for the card that was just sent?,Ippodhudhan anuppappatta card-ukku tracking number edhum irukkiradha?,card_arrival,Neutral,Low
145,Why haven't I gotten my new card?,Enakku pudhiya card innum kidaikaathu yen?,card_arrival,Neutral,Low
146,Was there a number to track that I could get?,Naan peruvadharku track seiyum number edhum irundhadha?,card_arrival,Neutral,Low
147,How much longer is it going to take to get my new card?,Enoda pudhiya card kidaikka innum evvalavu kaalam edukkum?,card_arrival,Neutral,Low
148,I haven't gotten my credit card in the mail.,Thabalil enoda credit card enakku kidaikkala.,card_arrival,Neutral,Low
149,My card hasn't arrived yet. What do I do?,Enoda card innum vandhu serala. Naan enna seivadhu?,card_arrival,Neutral,Low
150,"My card still hasn't arrived after two weeks, now what?","Rendu vaaram aagiyum enoda card innum varala, ippo naan enna seivadhu?",card_arrival,Neutral,Low
151,My card appears to have never arrived?,Enoda card orupodhum vandhu serala pola thonrudhu?,card_arrival,Neutral,Low
152,My card never arrived.,Enoda card orupodhum vandhu serala.,card_arrival,Neutral,Low
153,My card has been found. Is there any way for me to put it back into the app?,Enoda card kidaichittu. Adhai meendum app-il serkka edhadhu vazhi irukkiradha?,card_linking,Neutral,Low
154,I was able to find my card. How to I go about putting it into my app?,Ennala enoda card-ai kandupidikka mudindhadhu. Adhai enoda app-il eppadi serppadhu?,card_linking,Neutral,Low
155,how do I get my card to show in the app?,Enoda card-ai app-il eppadi kaanbikkiradhu?,card_linking,Neutral,Low
156,I just got my card.  It's not linked yet--how do I do that?,Enakku ippodhudhan card kidaichadhu. Adhu innum inaikkapadala - adhai naan eppadi seivadhu?,card_linking,Neutral,Low
157,"lost card found, want to put it back in app","Tholaindha card kidaichittu, adhai meendum app-il serkka vendum.",card_linking,Neutral,Low
158,"I just got a card, how can I add it to the app?","Enakku ippodhudhan oru card kidaichadhu, adhai app-il eppadi serppadhu?",card_linking,Neutral,Low
159,Is there any way to see my card in the app?,Enoda card-ai app-il paarkka edhadhu vazhi irukkiradha?,card_linking,Neutral,Low
160,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,"Naan tholaittha card kidaithal, adhai naan thookki eriya venduma? Alladhu andha card-ai meendum seyalpadutthi thodarndhu payanpadutthalaama?",card_linking,Neutral,Low
161,I found my card. How can I put it into my app?,Enoda card kedaichitu. Athai epdi enoda app la podrathu?,card_linking,Neutral,Low
162,How do I make my card show up in the app?,Enoda card-ai app-la epdi kaatrathu?,card_linking,Neutral,Low
163,Can you show me where to link the new card?,Puthu card-ai enga link panrathunu enaku kaata mudiyuma?,card_linking,Neutral,Low
164,I found my old card. Can I link it back into the app?,Enoda palaya card kedaichitu. Athai thirumba app la link panna mudiyuma?,card_linking,Neutral,Low
165,"Show me how to link the new card,",Puthu card-ai epdi link panrathunu enaku kaatunga.,card_linking,Neutral,Low
166,How do I add an existing card to the app?,Erakanae ulla card-ai app-la epdi add panrathu?,card_linking,Neutral,Low
167,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,Oruvaliya enoda card kedaichitu. Ipo nan athai link panna venum. Athai neenga thaan panna venuma illa naanae panna mudiyuma?,card_linking,Neutral,Low
168,How do I link one of your card that I already have?,Ennidam erakanae ulla ungaloda card onrai epdi link panrathu?,card_linking,Neutral,Low
169,If I have a physical card can I link it?,Ennidam physical card iruntha athai link panna mudiyuma?,card_linking,Neutral,Low
170,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,"Inraiku kalai enoda jacket pocket-la tholanja card kedaichitu, athanala thayaiseithu athai thirumba reactivate panna venum.",card_linking,Neutral,Low
171,Can I add a card that I just found (again) to the app?,Nan ipo thirumba kandupidicha card-ai app-la add panna mudiyuma?,card_linking,Neutral,Low
172,How can I make my card show up in the app?,Enoda card-ai app-la epdi kaata vaikirathu?,card_linking,Neutral,Low
173,"I would like to re-activate my card, it was previously reported  lost but I found it this morning.","Enoda card-ai thirumba reactivate panna venum, athu munpu tholanjitunu sonnan aana inraiku kalai kedaichitu.",card_linking,Neutral,Low
174,"Okay, I found my card, can I put it back in the app?","Okay, enoda card kedaichitu, athai thirumba app-la poda mudiyuma?",card_linking,Neutral,Low
175,Can I reactivate a card?,Oru card-ai thirumba reactivate panna mudiyuma?,card_linking,Neutral,Low
176,I would like to reactivate a card and wondered if that could be done?,"Nan oru card-ai thirumba reactivate panna virumburen, athai panna mudiyuma?",card_linking,Neutral,Low
177,"I got my card now, how do I make it show up in the app?","Ipo enoda card kedaichitu, athai epdi app-la kaatrathu?",card_linking,Neutral,Low
178,How do I link an existing card?,Erakanae ulla card-ai epdi link panrathu?,card_linking,Neutral,Low
179,How do I link a new card in the app?,App-la puthu card-ai epdi link panrathu?,card_linking,Neutral,Low
180,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?","Tholanjitunu nan nenacha card enoda jacket-la thaan irunthathu, inraiku kalai athu kedaichathala athai thirumba reactivate panna mudiyuma?",card_linking,Neutral,Low
181,I already have a card and want to link it,"Ennidam erakanae oru card iruku, athai link panna virumburen.",card_linking,Neutral,Low
182,Can you please reactivate my card?,Thayaiseithu enoda card-ai thirumba reactivate panna mudiyuma?,card_linking,Neutral,Low
183,Where do I go to add a new card?,Puthu card add panrathuku nan enga poga venum?,card_linking,Neutral,Low
184,I want my card I just received to show up in the app. How do I do that?,Nan ipo vanguna card app-la kaata venum. Athai nan epdi panrathu?,card_linking,Neutral,Low
185,"I received my card, how do I get it to show in the app?","Enoda card kedaichitu, athai epdi app-la kaata vaikirathu?",card_linking,Neutral,Low
186,If I have a credit card with you how I get set up to link to it?,"Ungalidam ennidam oru credit card iruntha, athai link panna nan epdi set up panrathu?",card_linking,Neutral,Low
187,How do I add my new card?,Enoda puthu card-ai epdi add panrathu?,card_linking,Neutral,Low
188,"I want to reactivate my card, I thought I had lost it but found it again this morning.","Enoda card-ai thirumba reactivate panna venum, athu tholanjitunu nenachen aana inraiku kalai thirumba kedaichitu.",card_linking,Neutral,Low
189,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.","Enoda card-ai thirumba reactivate panna venum, athu tholanjitunu nan solli irunthen aana enoda jacket-la athai kandupidichen.",card_linking,Neutral,Low
190,My card is no longer lost. How do I enter it back into the app?,Enoda card ipo tholaiyala. Athai thirumba app-la epdi enter panrathu?,card_linking,Neutral,Low
191,"I want to reactivate my card, I thought I had lost it but found it again in my jacket.","Enoda card-ai thirumba reactivate panna venum, athu tholanjitunu nenachen aana enoda jacket-la thirumba kedaichitu.",card_linking,Neutral,Low
192,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.","Enoda card-ai thirumba reactivate pannalama? Nan munpu athu tholanjitunu sonnan, aana ipo athu pathirama kedaichitu.",card_linking,Neutral,Low
193,How do I reactivate a card I thought I lost?,Tholanjitunu nenacha card-ai epdi thirumba reactivate panrathu?,card_linking,Neutral,Low
194,Help me figure out how to link the new card.,Puthu card-ai epdi link panrathunu kandupidika enaku help pannunga.,card_linking,Neutral,Low
195,I found my lost card. Am I still able to use it?,Tholanja enoda card kedaichitu. Ennala innum athai use panna mudiyuma?,card_linking,Neutral,Low
196,Will I need a new card or can I put my old card back into the app?,Enaku puthu card venuma illa enoda palaya card-ai thirumba app-la poda mudiyuma?,card_linking,Neutral,Low
197,Is there a way to link the card i just got?,Nan ipo vanguna card-ai link panna ethavathu vazhi iruka?,card_linking,Neutral,Low
198,How do I add a new card?,Puthu card-ai epdi add panrathu?,card_linking,Neutral,Low
199,"I want to reactivate my card, I found it after thinking it was lost.","Enoda card-ai thirumba reactivate panna venum, athu tholanjitunu nenacha piragu athai kandupidichen.",card_linking,Neutral,Low
200,Can I put my old card back in the app?,Enoda palaya card-ai thirumba app-la poda mudiyuma?,card_linking,Neutral,Low
201,"I got a new card, how do I link it?","Enaku oru puthu card kedachithu, athai eppadi link panrathu?",card_linking,Neutral,Low
202,I found the card I thought I lost this morning. Can I reactivate this card?,Inniku kalai tholanjiduchunu nenacha card-a kandupudichiten. Intha card-a thirumba reactivate panna mudiyuma?,card_linking,Neutral,Low
203,How do i go about linking a new card?,Puthu card-a eppadi link panrathu?,card_linking,Neutral,Low
204,how do i get the card linked,Card-a eppadi link panna vekkuthu?,card_linking,Neutral,Low
205,"I have one of your cards, but I don't know how to link it.","Ungada card onnu enkitta iruku, aana athai eppadi link panrathunu enaku theriyala.",card_linking,Neutral,Low
206,how do I link an old card?,Palaya card-a eppadi link panrathu?,card_linking,Neutral,Low
207,I received my card. How do I link it to the app?,Enoda card enaku kedachithu. Athai app-oda eppadi link panrathu?,card_linking,Neutral,Low
208,"Now that I have my card, how do I connect it to the app?","Ippo enkitta card iruku, athai app-oda eppadi connect panrathu?",card_linking,Neutral,Low
209,How do I add the card I just received to show up in the app?,"Ippo thaan card kedachithu, athai app-la kaatrakki eppadi add panrathu?",card_linking,Neutral,Low
210,"I want to reactivate my card, I thought I had lost it but I found it.","Enoda card-a thirumba reactivate panna venum, tholanjiduchunu nenachen aana ippo kandupudichiten.",card_linking,Neutral,Low
211,What do I need to do to link my new card for my account?,Enoda account-ku puthu card-a link panna naan enna seiyanum?,card_linking,Neutral,Low
212,Can I add a card to back into the app?,Card-a thirumba app-la add panna mudiyuma?,card_linking,Neutral,Low
213,I want to link my new card. Can you help?,Enoda puthu card-a link panna venum. Help panna mudiyuma?,card_linking,Neutral,Low
214,What is the process to link the new card?,Puthu card-a link panrathukaana process enna?,card_linking,Neutral,Low
215,"I found my card, am I able to put it back into the app?","Enoda card-a kandupudichiten, athai thirumba app-la add panna mudiyuma?",card_linking,Neutral,Low
216,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?","Tholanja illati thiruttu pona enoda card-a kandupudichiten, enoda account-a use panna post-la vantha puthu card-a thaan activate panna venuma?",card_linking,Neutral,Low
217,Where can I link a new card?,Puthu card-a enga link panrathu?,card_linking,Neutral,Low
218,How do I add a card on to the app?,App-la card-a eppadi add panrathu?,card_linking,Neutral,Low
219,"I found my card in my jacket this morning, so can I reactivate it?","Inniku kalai enoda jacket-la card-a kandupudichiten, athanaala athai thirumba reactivate panna mudiyuma?",card_linking,Neutral,Low
220,"I've obtained the card, how do I enable it on the app?","Enaku card kedachithu, athai app-la eppadi enable panrathu?",card_linking,Neutral,Low
221,I need to find the card I received in the app.,Enaku vantha card-a app-la kandupudikka venum.,card_linking,Neutral,Low
222,How do I get my card on the app?,Enoda card-a app-la eppadi kondu varrathu?,card_linking,Neutral,Low
