id,text_en,text,category,sentiment,priority
81,"I've been waiting a while for my card, is there a way to know when it will arrive?","මම ගොඩක් වෙලාවක් ඉඳන් කාඩ් එක එනකම් බලාගෙන ඉන්නවා, ඒක කවදද එන්නේ කියලා දැනගන්න විදියක් තියෙනවද?",card_arrival,Neutral,Low
82,How can I track my card's delivery?,මගේ කාඩ් එකේ ඩිලිවරි එක ට්‍රැක් කරන්නේ කොහොමද?,card_arrival,Neutral,Low
83,Can I track the card that was just sent to me?,මට දැන් එවපු කාඩ් එක ට්‍රැක් කරන්න පුළුවන්ද?,card_arrival,Neutral,Low
84,"If I ordered my new card last week, how much longer should I wait to receive it?","මම මගේ අලුත් කාඩ් එක ගිය සතියේ ඕඩර් කරා නම්, තව කොච්චර වෙලා ඉන්නද ඕනේ ලැබෙන්න?",card_arrival,Neutral,Low
85,"What's go on, where is my new card?","මොකද වෙන්නේ, මගේ අලුත් කාඩ් එක කොහෙද?",card_arrival,Neutral,Low
86,Where is my new card if I haven't received it yet?,මට තාම හම්බුනේ නැත්තම් මගේ අලුත් කාඩ් එක කොහෙද?,card_arrival,Neutral,Low
87,Where is my card?,මගේ කාඩ් එක කොහෙද?,card_arrival,Neutral,Low
88,Can you tell me why I haven't received my new card yet?,මම මගේ අලුත් කාඩ් එක තාම ලැබුනේ නැත්තේ ඇයි කියලා කියන්න පුළුවන්ද?,card_arrival,Neutral,Low
89,Is there a way to track my card?,මගේ කාඩ් එක ට්‍රැක් කරන්න විදියක් තියෙනවද?,card_arrival,Neutral,Low
90,Is there a way to track the new card you sent me?,ඔයාලා එවපු අලුත් කාඩ් එක ට්‍රැක් කරන්න විදියක් තියෙනවද?,card_arrival,Neutral,Low
91,I'm still waiting for my card.,මම තාම මගේ කාඩ් එක එනකම් බලාගෙන ඉන්නවා.,card_arrival,Neutral,Low
92,What do I need to do to get my new card which I have requested 2 weeks ago?,සති 2කට කලින් මම ඉල්ලුම් කරපු අලුත් කාඩ් එක ලැබෙන්න මම මොකද කරන්න ඕනේ?,card_arrival,Neutral,Low
93,WHAT IS THE SOLUTION OF THIS PROBLEM,මේකට විසඳුම මොකක්ද?,card_arrival,Negative,Low
94,Could I get tracking on the card?,කාඩ් එකට ට්‍රැකින් එකක් ගන්න පුළුවන්ද?,card_arrival,Neutral,Low
95,Can you help me track my card?,මගේ කාඩ් එක ට්‍රැක් කරන්න උදව් කරන්න පුළුවන්ද?,card_arrival,Neutral,Low
96,Shouldn't my new card be here by now?,මේ වෙනකොට මගේ අලුත් කාඩ් එක ලැබෙන්න ඕනේ නේද?,card_arrival,Neutral,Low
97,Is there a reason my new card hasn't arrived?,මගේ අලුත් කාඩ් එක ආවේ නැත්තේ මොකක් හරි හේතුවක් තියෙනවද?,card_arrival,Neutral,Low
98,"I would like to track a card sent to me, how do I do that?","මට එවපු කාඩ් එකක් ට්‍රැක් කරන්න ඕනේ, ඒක කරන්නේ කොහොමද?",card_arrival,Neutral,Low
99,Is there a tracking number for the card?,කාඩ් එකට ට්‍රැකින් නම්බරයක් තියෙනවද?,card_arrival,Neutral,Low
100,can you share card tracking number?,කාඩ් එකේ ට්‍රැකින් නම්බරය දෙන්න පුළුවන්ද?,card_arrival,Neutral,Low
101,"I have not received my card and it's been a week, what do I do?","මට කාඩ් එක හම්බුනේ නෑ, සතියක් ගියා. මම මොකද කරන්නේ?",card_arrival,Neutral,Low
102,Is there a way I can check on the card on route to me?,එනකම් ඉන්න කාඩ් එක චෙක් කරගන්න විදියක් තියෙනවද?,card_arrival,Neutral,Low
103,When will my new card arrive?,මගේ අලුත් කාඩ් එක එන්නේ කවදද?,card_arrival,Neutral,Low
104,Why haven't I received my new card yet?,මම මගේ අලුත් කාඩ් එක තාම ලැබුනේ නැත්තේ ඇයි?,card_arrival,Neutral,Low
105,What is the expected delivery date of my card?,මගේ කාඩ් එකේ ඩිලිවරි එකට බලාපොරොත්තු වෙන දිනය මොකක්ද?,card_arrival,Neutral,Low
106,My card hasn't came in the mail yet?,මගේ කාඩ් එක තාම එන්නේ නෑ?,card_arrival,Neutral,Low
107,I haven't received my card.,මට කාඩ් එක හම්බුනේ නෑ.,card_arrival,Neutral,Low
108,Is it possible for me to track the card is was mailed to me?,මට එවපු කාඩ් එක ට්‍රැක් කරන්න පුළුවන්ද?,card_arrival,Neutral,Low
109,When will my new card be delivered?,මගේ අලුත් කාඩ් එක ඩිලිවර් වෙන්නේ කවදද?,card_arrival,Neutral,Low
110,I was issued a card about a week ago. why hasn't it come in yet?,මට කාඩ් එකක් නිකුත් කරලා සතියක් විතර ගියා. ඒක තාම ආවේ නැත්තේ ඇයි?,card_arrival,Neutral,Low
111,Can you please tell me where my card is? I ordered it 2 weeks ago!,මගේ කාඩ් එක කොහෙද කියලා කියන්න පුළුවන්ද? මම ඒක ඕඩර් කරලා සති 2ක් ගියා!,card_arrival,Neutral,Low
112,I still haven't received my card in the mail,මම තාම කාඩ් එක හම්බුනේ නෑ,card_arrival,Neutral,Low
113,I'm still waiting for my card that was issued a week ago. What should I do?,සතියකට කලින් නිකුත් කරපු කාඩ් එක තාම එනකම් බලාගෙන ඉන්නවා. මම මොකද කරන්නේ?,card_arrival,Neutral,Low
114,I still haven't gotten my new card.  When will it get here?,මට තාම අලුත් කාඩ් එක හම්බුනේ නෑ. ඒක කවදද මෙතනට එන්නේ?,card_arrival,Neutral,Low
115,Do you have a tracking number for the card I was sent?,මට එවපු කාඩ් එකට ට්‍රැකින් නම්බරයක් තියෙනවද?,card_arrival,Neutral,Low
116,How do I track the card you sent to me?,ඔයාලා මට එවපු කාඩ් එක ට්‍රැක් කරන්නේ කොහොමද?,card_arrival,Neutral,Low
117,Is my new bank card on the way and is there a way to track it?,"මගේ අලුත් බැංකු කාඩ් එක එනවද, ඒක ට්‍රැක් කරන්න විදියක් තියෙනවද?",card_arrival,Neutral,Low
118,Could you send me and up date on the arrival of my card?,මගේ කාඩ් එක එනකොට මට අලුත් විස්තරයක් දෙන්න පුළුවන්ද?,card_arrival,Neutral,Low
119,How long does it take to recieve my new card?,මගේ අලුත් කාඩ් එක ලැබෙන්න කොච්චර වෙලා යනවද?,card_arrival,Neutral,Low
120,My card has not come in the mail yet.,මගේ කාඩ් එක තාම ආවේ නෑ.,card_arrival,Neutral,Low
121,What's the card you sent me's tracking number?,ඔයාලා මට එවපු කාඩ් එකේ ට්‍රැකින් නම්බරය මොකක්ද?,card_arrival,Neutral,Low
122,i havent got my card,මට කාඩ් එක හම්බුනේ නෑ,card_arrival,Neutral,Low
123,Why hasn't my card arrived yet?,මගේ කාඩ් එක තාම ආවේ නැත්තේ ඇයි?,card_arrival,Neutral,Low
124,I thought I would have received my new card at this point.,මේ වෙනකොට මගේ අලුත් කාඩ් එක ලැබෙනවා කියලයි මම හිතුවේ.,card_arrival,Neutral,Low
125,How long until my new card gets here?,මගේ අලුත් කාඩ් එක මෙතනට එන්න තව කොච්චර වෙලා යනවද?,card_arrival,Neutral,Low
126,How much longer until I get my new card?,මගේ අලුත් කාඩ් එක ලැබෙන්න තව කොච්චර වෙලා යනවද?,card_arrival,Neutral,Low
127,Am I able to track a card that has already been sent?,දැනටමත් එවපු කාඩ් එකක් ට්‍රැක් කරගන්න පුළුවන්ද?,card_arrival,Neutral,Low
128,Is it possible to track the card you sent me?,ඔයාලා මට එවපු කාඩ් එක ට්‍රැක් කරන්න පුළුවන්ද?,card_arrival,Neutral,Low
129,How long will it be to get this new card?,මේ අලුත් කාඩ් එක ලැබෙන්න කොච්චර වෙලා යනවද?,card_arrival,Neutral,Low
130,how can i track card you sent,ඔයාලා එවපු කාඩ් එක ට්‍රැක් කරන්නේ කොහොමද,card_arrival,Neutral,Low
131,Can the card was sen to me be tracked?,මට එවපු කාඩ් එක ට්‍රැක් කරන්න පුළුවන්ද?,card_arrival,Neutral,Low
132,why have i not got my new card?,මට මගේ අලුත් කාඩ් එක හම්බුනේ නැත්තේ ඇයි?,card_arrival,Neutral,Low
133,I need to track the card sent to me.,මට එවපු කාඩ් එක ට්‍රැක් කරන්න ඕනේ.,card_arrival,Neutral,Low
134,"It's been two weeks and I haven't gotten my card, what do I do?","සති දෙකක් ගියා, මට තාම කාඩ් එක හම්බුනේ නෑ, මම මොකද කරන්නේ?",card_arrival,Neutral,Low
135,I was expecting my new card by now.,මේ වෙනකොට මගේ අලුත් කාඩ් එක ලැබෙයි කියලයි මම බලාපොරොත්තු වුනේ.,card_arrival,Neutral,Low
136,Where is the tracking number for the card?,කාඩ් එකේ ට්‍රැකින් නම්බරය කොහෙද?,card_arrival,Neutral,Low
137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,"සතියකට කලින් මට අලුත් කාඩ් එකක් නිකුත් කරා, ඒත් තාම ලැබුනේ නෑ. ලැබෙන්න තව කොච්චර වෙලා යනවද?",card_arrival,Neutral,Low
138,Can I track the card that you sent me in the mail?,ඔයාලා පොස්ට් එකෙන් එවපු කාඩ් එක ට්‍රැක් කරන්න පුළුවන්ද?,card_arrival,Neutral,Low
139,Can you tell me if I can track the card you sent me?,ඔයාලා එවපු කාඩ් එක ට්‍රැක් කරන්න පුළුවන්ද කියලා කියන්න පුළුවන්ද?,card_arrival,Neutral,Low
140,Why have I not gotten my new card?,මම මගේ අලුත් කාඩ් එක ලැබුනේ නැත්තේ ඇයි?,card_arrival,Neutral,Low
141,I'm still waiting on my new card to be delivered!,මම තාම මගේ අලුත් කාඩ් එක ඩිලිවර් වෙනකම් බලාගෙන ඉන්නවා!,card_arrival,Neutral,Low
142,My new card isn't here and it was issued a week ago.,මගේ අලුත් කාඩ් එක නිකුත් කරලා සතියක් ගියත් තාම එන්නේ නෑ.,card_arrival,Neutral,Low
143,"I was supposed to receive my new card by now, but it hasn't came in.","මේ වෙනකොට මගේ අලුත් කාඩ් එක ලැබෙන්න ඕනේ, ඒත් තාම ආවේ නෑ.",card_arrival,Neutral,Low
144,Is a tracking number available for the card that was just sent?,දැන් එවපු කාඩ් එකට ට්‍රැකින් නම්බරයක් තියෙනවද?,card_arrival,Neutral,Low
145,Why haven't I gotten my new card?,මම මගේ අලුත් කාඩ් එක ලැබුනේ නැත්තේ ඇයි?,card_arrival,Neutral,Low
146,Was there a number to track that I could get?,ට්‍රැක් කරන්න මට ගන්න පුළුවන් නම්බරයක් තිබුනද?,card_arrival,Neutral,Low
147,How much longer is it going to take to get my new card?,මගේ අලුත් කාඩ් එක ලැබෙන්න තව කොච්චර වෙලා යනවද?,card_arrival,Neutral,Low
148,I haven't gotten my credit card in the mail.,මට ක්‍රෙඩිට් කාඩ් එක තාම හම්බුනේ නෑ.,card_arrival,Neutral,Low
149,My card hasn't arrived yet. What do I do?,මගේ කාඩ් එක තාම ආවේ නෑ. මම මොකද කරන්නේ?,card_arrival,Neutral,Low
150,"My card still hasn't arrived after two weeks, now what?","සති දෙකක් ගියත් මගේ කාඩ් එක තාම ආවේ නෑ, දැන් මොකද කරන්නේ?",card_arrival,Neutral,Low
151,My card appears to have never arrived?,මගේ කාඩ් එක කවදාවත් ආවේ නැති වගේ?,card_arrival,Neutral,Low
152,My card never arrived.,මගේ කාඩ් එක කවදාවත් ආවේ නෑ.,card_arrival,Neutral,Low
153,My card has been found. Is there any way for me to put it back into the app?,"මගේ කාඩ් එක හම්බුනා, ඒක ආයෙත් ඇප් එකට දාන්න විදියක් තියෙනවද?",card_linking,Neutral,Low
154,I was able to find my card. How to I go about putting it into my app?,මට මගේ කාඩ් එක හම්බුනා. ඒක මගේ ඇප් එකට දාන්නේ කොහොමද?,card_linking,Neutral,Low
155,how do I get my card to show in the app?,මගේ කාඩ් එක ඇප් එකේ පේන්නේ කොහොමද?,card_linking,Neutral,Low
156,I just got my card.  It's not linked yet--how do I do that?,"දැන් දැන් තමයි මට කාඩ් එක ලැබුනේ. ඒක තාම ලින්ක් කරලා නෑ, ඒක කරන්නේ කොහොමද?",card_linking,Neutral,Low
157,"lost card found, want to put it back in app","නැති වුන කාඩ් එක හම්බුනා, ඒක ආයෙත් ඇප් එකට දාන්න ඕනේ",card_linking,Neutral,Low
158,"I just got a card, how can I add it to the app?","දැන් දැන් තමයි කාඩ් එකක් ලැබුනේ, ඒක ඇප් එකට දාන්නේ කොහොමද?",card_linking,Neutral,Low
159,Is there any way to see my card in the app?,මගේ කාඩ් එක ඇප් එකේ බලාගන්න විදියක් තියෙනවද?,card_linking,Neutral,Low
160,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,මම නැති කරගත්ත කාඩ් එකක් හම්බුනොත් ඒක විනාශ කරන්න ඕනේද? නැත්තම් ආයෙත් ඇක්ටිවේට් කරලා පාවිච්චි කරන්න පුළුවන්ද?,card_linking,Neutral,Low
161,I found my card. How can I put it into my app?,මට මගේ කාඩ් එක හම්බුනා. ඒක මගේ ඇප් එකට දාන්නේ කොහොමද?,card_linking,Neutral,Low
162,How do I make my card show up in the app?,මගේ කාඩ් එක ඇප් එකේ පේන්නේ කොහොමද?,card_linking,Neutral,Low
163,Can you show me where to link the new card?,අලුත් කාඩ් එක ලින්ක් කරන්නේ කොහෙන්ද කියලා පෙන්නන්න පුළුවන්ද?,card_linking,Neutral,Low
164,I found my old card. Can I link it back into the app?,මගේ පරණ කාඩ් එක හම්බුනා. ඒක ආයෙත් ඇප් එකට ලින්ක් කරන්න පුළුවන්ද?,card_linking,Neutral,Low
165,"Show me how to link the new card,",අලුත් කාඩ් එක ලින්ක් කරන්නේ කොහොමද කියලා පෙන්නන්නකෝ,card_linking,Neutral,Low
166,How do I add an existing card to the app?,දැනටමත් තියෙන කාඩ් එකක් ඇප් එකට දාන්නේ කොහොමද?,card_linking,Neutral,Low
167,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,අන්තිමට මට කාඩ් එක ලැබුනා. දැන් ඒක ලින්ක් කරන්න ඕනේ. ඒක කරන්නේ ඔයාලද මමද?,card_linking,Neutral,Low
168,How do I link one of your card that I already have?,මම දැනටමත් තියෙන කාඩ් එකක් ලින්ක් කරන්නේ කොහොමද?,card_linking,Neutral,Low
169,If I have a physical card can I link it?,මම ළඟ ෆිසිකල් කාඩ් එකක් තියෙනවනම් ඒක ලින්ක් කරන්න පුළුවන්ද?,card_linking,Neutral,Low
170,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,"අද උදේ මගේ ජැකට් එකේ පොකට් එකේ නැති වුන කාඩ් එක හම්බුනා, ඒක ආයෙත් ඇක්ටිවේට් කරන්න ඕනේ.",card_linking,Neutral,Low
171,Can I add a card that I just found (again) to the app?,දැන් හම්බුන කාඩ් එක (ආයෙත්) ඇප් එකට දාන්න පුළුවන්ද?,card_linking,Neutral,Low
172,How can I make my card show up in the app?,මගේ කාඩ් එක ඇප් එකේ පේන්නේ කොහොමද?,card_linking,Neutral,Low
